,id,uri,brand,color,country,width,height
11,da793fe49462f270a9991b653baf9f5c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/07/07013f13.jpg,find.,Brown,US,1969,2560
12,6034694bf18fa6eadee3684ae17b7dcf,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5a/5ae6f65e.jpg,SuMade,Black,CA,2500,2500
13,5afc48b80270190a6c41d558bcf22ab3,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c7/c7c0295f.jpg,Jam and Honey,Magenta,IN,2488,2242
14,22fe04b28afc0d538f15fd0a4e648e3e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/2a/2adf7a9c.jpg,,Beige,DE,1000,1000
15,d441a8b4228fcc50177a0c6812839cf8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/05/05c5bc66.jpg,find.,Grey,GB,1969,2560
16,ec0e8308a009a3eb02a5a19c2077e13a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/56/56dbe977.jpg,Klepe,Black,IN,2533,1558
17,e287215f5c9fc990686769971a58d255,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a6/a6272492.jpg,find.,Black,CA,1500,1029
18,f813c8c765d5537af562763a642af39c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c4/c44c85f6.jpg,Rivet,Silver,US,2560,2560
19,5a2b268f4fa271b696de6282b7ff07a8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/fd/fde98395.jpg,Flavia,Beige,IN,2000,2000
20,43e24f226fe74da7a0349907e21aec75,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/65/65498b64.jpg,Rivet,Black,US,2560,2560
21,06a2d4c99eb5ca71f73e787d0721a1df,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5c/5c5b5f00.jpg,Ravenna Home,Aqua,US,2560,1228
22,431564cf94c5a9bafc3d34274a0d7b1c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/3a/3a4686fb.jpg,POLAR SLEEP,White,US,1200,1200
23,37eaef92b7be0f4af8db5137b1a8c67d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a3/a3ed396e.jpg,Rivet,Black,US,2482,2499
24,2978c0ef52967dc158f9a9e6e3bf2c01,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a3/a39a5707.jpg,find.,Beige,CA,2014,2560
25,6f73eb1cc40160311ee1db69aeca6f33,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a5/a541cc11.jpg,2L Lifestyle,Brown,US,2475,2560
26,ca42272eddca1ffc7dc195e8b74d0ef2,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/0e/0eaec458.jpg,Nubeno,Brown,IN,2000,2000
27,e3c2dee8cd683f753629c37fc84e4ed6,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/97/975ac75c.jpg,,Orange,DE,1363,2560
28,55a143f755f6c6cbf1038e41fd92e6ab,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/46/46f05ea3.jpg,find.,Tan,AE,1520,858
29,13e0754ce0e485bd7435ba54f29e1a56,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/d5/d5e34927.jpg,Rivet,Black,US,2560,1714
30,e84d8b80c787d00a1744c2ec7ca800ef,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ef/ef27de3d.jpg,find.,Silver,GB,1519,447
31,e1b5949838f5ee96f8cd8cde34ff8fd5,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a6/a6d66727.jpg,Flavia,Blue,IN,2253,1552
32,ff707c1551175fb133fb6e84c60d4711,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/70/7046f291.jpg,Rivet,Black,US,2560,2560
33,7ecd7cb6d6e1e0a12c8ceaed87333809,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/eb/eb259689.jpg,Care of by Puma,White,AU,1969,2560
34,788c79c3589aa5c9b2df29d4425b07d3,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/26/26d29211.jpg,Centrino,Black,IN,2000,2000
35,1591776b689bcc7ca1afebe13d270d98,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f7/f76e0fa7.jpg,ELISE,Blue,IN,2000,2000
36,0d6479df0140614a42477d5f71406c5f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/91/915ae5f2.jpg,206 Collective,Black,US,2340,968
37,7dc9978b4244d016246f968ea0836cba,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/db/dbc0e351.jpg,Fusefit,Grey,IN,2000,2000
38,37b024d28ded8ed8154a5a208a0436c8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/d3/d32f6058.jpg,Rivet,Black,US,2385,2560
39,272fca612acc2d83a1178d2c1cd7c5be,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/03/0396e79e.jpg,Ravenna Home,Blue,US,2560,2560
40,3d3cdd4a5aeacefbbe9b602058f142b0,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/bc/bcb49c84.jpg,Ravenna Home,Beige,US,1000,1000
41,a2bf3d10d9e910205cd5954f5e0f4738,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c5/c5e2cdd5.jpg,Rivet,Grey,US,2560,1831
42,8a58ba98e43ef943d553bccad37d5a73,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/b1/b1214488.jpg,find.,Black,US,1969,2560
43,f579f29484675606490f245eef6e6b78,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ae/ae9fdbc4.jpg,Stone & Beam,Coral,US,2560,2560
44,5d757bb6d356a8f7e606bb577a5127e9,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/65/65b71d6c.jpg,,Orange,DE,1000,1000
45,1a3e84f5700e40c743f9e31dc401cc32,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/9f/9fbc07d5.jpg,Waterdrop,Blue,US,1500,1500
46,84e7baf7226c0f6c5cd0e473235921c8,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/51/510aa240.jpg,find.,Black,AE,1208,1124
47,0c6e4cdf1bb0e13fa48cb3402afd7f96,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/10/10e10aa5.jpg,Stone & Beam,Gray,US,2560,2560
48,9aa412f726677a8367ba0f7d839e0cde,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ef/ef27de3d.jpg,find.,Silver,GB,1519,447
49,000b815c5c4a7e9b95e5247cba0d29b2,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/df/dfa2e72e.jpg,Rivet,White,US,2560,2560
50,7bb74103f3130adffa7e1d8c48fceb89,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/20/20bfddae.jpg,Nubeno,Brown,IN,2560,1149
51,2d979c7cfc50c25f756298d435a6a780,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/24/24e7f695.jpg,Thirty Five Kent,Navy,CA,1508,2022
52,4aa7dfc430685825895424823d2d0dad,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e1/e10001e1.jpg,Centrino,Brown,IN,2000,2000
53,a002f7e03ea6d21643f77c3b61017f6a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/4d/4de92441.jpg,find.,Black,GB,1520,617
54,c92fc16700b5920a3567e2372af0c50e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/91/91d2d698.jpg,UMI,Blue,GB,2000,2000
55,5351da7a9371d9865b4ff39ee88ddc13,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/84/84ad9cd3.jpg,Stone & Beam,Beige,US,2560,2560
56,9e7cf858154487fe5d0af44de30644ad,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/03/03fa42e9.jpg,AWLE,Blue,CA,2560,2560
57,f9432b6318fec00fb23c0fb12813b7c5,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/23/23956c52.jpg,Flavia,Beige,IN,1547,2560
58,412382634e03958c8436f4057e6b9fad,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/53/5345e299.jpg,find.,Black,CA,1969,2560
59,0005174bddc75bbec492685af4139d66,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/46/468b7aa8.jpg,MAUL,Silver,GB,907,1200
60,00bde5b60050154a3ddb0434c1e501df,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5e/5e9196b2.jpg,Stone & Beam,Navy,US,2560,1422
61,5652501826d56e37a90f253d44cf40fc,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/32/32c66453.jpg,Flavia,Black,IN,2000,2000
62,50025be3a00b32b9c34f8e4571e6ece6,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/fd/fd7d19b8.jpg,Flavia,Gold,IN,2314,1051
63,84f3362ed1d8dfcd6a30d78e407de66c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e2/e249a71e.jpg,Ravenna Home,Black,US,1000,1000
64,f7a229149e5307ca6c7014b95fefd026,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/45/45c4ccdd.jpg,find.,Brown,GB,1500,1320
65,9791b2e5e2fb94afc2d6098a304d7986,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/87/87db0407.jpg,Stone & Beam,Green,US,2560,2560
66,fc3139e175e5cf05e9fcee6623456885,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/12/127a2525.jpg,Rivet,Gold,US,1010,1010
67,45d2f3cb84d0264265455be99b966546,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/07/073b0370.jpg,Nubeno,Brown,IN,2560,1213
68,0c4352f3d0b628eceae9ec3f02929e5e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/7a/7aea55ef.jpg,Concept 3 by Skechers,Grey,AU,2560,2267
69,250a628e1217ea36ab93aaf3faed21ff,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/91/91e81242.jpg,Belini,Red,IN,2000,2000
70,6847f8200d124d5e0aea6ac467c38533,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/70/70d48cff.jpg,Rivet,Pink,US,2560,2560
71,095db0b8c91e14bff131c67ab051b539,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/26/26928e1d.jpg,Stone & Beam,Grey,US,874,1798
72,6414d6b638311b3363bbe894512fd2ee,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/7c/7c5a472f.jpg,206 Collective,Black,US,1300,2560
73,0cce276256fc79606e22eb21c7e0d6a7,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/61/61aecd3f.jpg,Centrino,Black,IN,2000,2000
74,13012897afcfaa41bcb950ad2cf72b41,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/16/16b20edd.jpg,Stone & Beam,Grey,US,1000,1000
75,0893edb73142a13a75ec0d7e11a97617,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e7/e7a2266c.jpg,Stone & Beam,Navy,US,2560,1474
76,6381c00eca3c0866a23f53e1bd85c7ca,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/66/66b35d45.jpg,Bourge,Navy,IN,2000,2000
77,049264b01c61e2da704b8f0b7500c0a9,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ba/bae80028.jpg,Rivet,Black,US,2560,2560
78,531c3361f90cdc345994edcaaf5fcc5a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/8e/8e9aa486.jpg,Ravenna Home,Grey,US,2560,2560
79,d61c05360f5daeeb17c8f22a3c6f2571,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a4/a4db4763.jpg,ELISE,Blue,IN,2000,2000
80,dccd3b5c2592bf356d8c48af9333a4b1,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c2/c288c44a.jpg,Rivet,Gold,US,2560,2560
81,67e059d3bfd34c43143df585a606b801,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/d5/d5ccc90c.jpg,Nia & Nicole,Tan,IN,2000,2000
82,2d60fc6385d6beff7a762de1397aab60,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/4e/4e0590b7.jpg,Rivet,Brown,US,2560,2560
83,139b81b21f92f17b58e934058ed66d0a,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/7b/7b9d64f1.jpg,Flavia,Black,IN,2560,1498
84,ad72071e18e2283b3aeabddc0724aeb6,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f2/f24e5aaf.jpg,Waterdrop,White,US,1500,1500
85,3cda5e16c9672c03fb56798d23e10f67,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5e/5e7f883b.jpg,Stone & Beam,Black,US,2560,2560
86,46088ab886d29d611cf41d7c25e02992,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e9/e9f3adab.jpg,Ravenna Home,White,US,2151,2560
87,6461f5dadeee61bf209b7df998cb9fda,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/61/6170a328.jpg,365 by Whole Foods Market,Salmon,US,413,1000
88,d76cc9613355e81c62fd8885c3b1b11d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/38/38ab2835.jpg,Flavia,Grey,IN,2000,2000
89,82a9c4a0ef7709ca8afe5a0dbc51567d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/68/68fb692e.jpg,Franklin Tailored,Blue,CA,726,2059
90,cfba6d8f06d8f8d1fbe8d97262199a69,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/58/5889cd1b.jpg,Eono,Navy,GB,776,1200
91,df65d3579624e672bb24d203bcd7701f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/92/927073f4.jpg,Centrino,Black,IN,2000,2000
92,0b71c9c3acffa2dad8955dc9b818f484,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/de/de73fe74.jpg,Ravenna Home,Black,US,1200,1056
93,b340b6266589d6dd58f953044a7a0573,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/15/157dd8b0.jpg,Bourge,Black,IN,2000,2000
94,ec6c9c3fd7ba9b6a933a7a1b2c5f6ce6,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f5/f53edcbe.jpg,Flavia,Beige,IN,2560,1345
95,f231b5d920e09dc4c8228e79f48e8777,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/86/86c67f15.jpg,Centrino,Brown,IN,2000,2000
96,1cf8c4215dc4e3e9b564092288232933,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/f3/f3ca46a2.jpg,Rivet,White,US,1000,1000
97,159623a007be778bc49b108595638230,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/2b/2b397eb7.jpg,find.,Grey,CA,730,1500
98,40fc67d6eceed9238ce9fa0cdb33c0ca,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/61/612844de.jpg,find.,Blue,SA,1969,2560
99,2942c8de40df19c7d19148f500d55600,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/38/38bc235b.jpg,Rivet,Blue,US,2560,2560
100,7f9a4644c2d331400c194eb2e60ea954,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/46/4618a032.jpg,Flavia,Blue,IN,1931,949
101,ce133c00629005b6f00cf703a4429ded,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/fc/fcbeacfb.jpg,Stone & Beam,Ivory,US,2560,2560
102,e6591c7121865da20da6874346547f2c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/bc/bca2883b.jpg,Rivet,Linen,US,2560,2560
103,1b7037330d209a38f9a87e5f6c702218,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a3/a3eaffb3.jpg,Rivet,Magenta,US,2560,2560
104,62d1df2d4cad7b3a45535395892cc49e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ce/ce25830c.jpg,ENCOM,Blue,CA,1000,1000
105,8404de7e8257b591be0252da4e838f67,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e0/e06050ee.jpg,CARE OF by PUMA,White,CA,1969,2560
106,ad9bfe43545ce62112a6577f707584cf,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e9/e9a48725.jpg,Rivet,Gray,US,2560,2560
107,2cd2fd62b2a2bca6c29a614ddab54112,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c4/c4b233cb.jpg,Rivet,Black,US,2560,2560
108,59c01ecf54c5403920b04912c705db17,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/ca/ca592256.jpg,Rivet,White,US,2560,2560
109,c1ab8a295035601d9c72b357af60be26,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/96/967ffaa3.jpg,Eono,Grey,GB,1500,1500
110,f52112e4424879f16d12f0b5fabb664d,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/2b/2b6714aa.jpg,Unknown,White,US,1623,2560
111,0baf5093d4a22ddeb6fb38bc6a776ed5,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a0/a08911ed.jpg,,White,DE,2560,2560
112,5d4e3a31ab9e7091a855dcb58ccbab59,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a5/a53ea7cd.jpg,Stone & Beam,Beige,US,2560,2560
113,19336db60b24cefb5c83d816c33ed0da,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/66/6608dcfe.jpg,Rivet,Navy,US,2560,2560
114,af142541dce3f5e08abbc6bbd05560f3,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/9d/9d8e551a.jpg,UMI,Pink,GB,1500,1500
115,5fcb2e7a26469d332a6d28689b57e6d1,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/8c/8cead1c7.jpg,Flavia,Beige,IN,1824,2560
116,ee661bf9cedeb4ac41e6d794a0a935bc,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/54/54e46507.jpg,find.,White,GB,1969,2560
117,d8e977722abe0f5f1b7ce825bee83db2,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/fd/fde28571.jpg,Flavia,Black,IN,2560,1532
118,c0867f0b4e2cee06caaef67c62333b6f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/26/26d14b19.jpg,Stone & Beam,Beige,US,2560,2560
119,da33c75f7db92164805d3e78df6f5780,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/01/01965d21.jpg,Rivet,Gold,US,2560,2560
120,6085db05559ab7503a00e62e7b610b05,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/49/49903fad.jpg,Eono,Black,US,2000,2000
121,f1871f23d4406bb06342fbc5183447bf,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/cd/cd17d961.jpg,ELISE,Blue,IN,2000,2000
122,afee5db0a102f34636ba2cd610894e7f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/22/2294ccaa.jpg,Chadstone,Black,IN,1900,1900
123,d74c3eafdb55aa9ddd28f10588df3a51,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/a5/a58e6851.jpg,The Fix,Black,US,1670,1269
124,5a866233b1d376e486026de8b7a523dc,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/94/94eb10d9.jpg,Stone & Beam,Grey,US,2560,2560
125,6370436987c6fc3f4529adbe2a7789b7,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/12/12d69f19.jpg,Rivet,Gold,US,2560,1714
126,fbb1621dd050b0329a84ce84eebf6bdc,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/47/47d1258f.jpg,The Drop,Black,AU,1400,449
127,fb79e38d7cacf72e53aea995ca16c08f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/08/08ea7bb0.jpg,UMI,Grey,GB,1001,1001
128,517b2b731a058ddf1de55b587dc831d4,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/6d/6db13998.jpg,Fusefit,Black,IN,2000,2000
129,e79043a98e4fd49c2fe9a2a2a49d9b03,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/5f/5f71f2f6.jpg,Ravenna Home,White,US,2454,1965
130,a336719a71d260761ab7def16ea773d0,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/d0/d012290c.jpg,Red Wagon,Purple,US,1969,2560
131,4cc742d34d340c222fdb9f97bfb80be0,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/e3/e379355d.jpg,Belini,Beige,IN,2000,2000
132,5ee62460fa287b6155e60faa37971157,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/05/05dc26fc.jpg,find.,Black,CA,1969,2560
133,71d33ffb951cf56713ed84ab783efed9,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/cd/cd475893.jpg,Red Wagon,Yellow,CA,1969,2560
134,ea680d3424331125a4f575991a21e727,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/3d/3dc524d1.jpg,Stone & Beam,Teal,US,2560,1473
135,ef4362f1cfff08179fefd70e87290f17,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/28/28ae64c3.jpg,Stone & Beam,Green,US,1000,1000
136,78e555e3507ed28a3ead26d6f81c5975,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/91/91dda2f8.jpg,Rivet,White,US,2560,2560
137,aab54baee20d2c59a30c84734f20c2be,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/d3/d31e6a15.jpg,STARTER,Black,AU,1271,560
138,07b90a0eda76e76c72c16a82dd9af13f,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/03/036bf6e5.jpg,find.,Red,US,1396,1111
139,013805dbf51f3161700ec804c2500d90,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/61/61b9527a.jpg,Flavia,Beige,IN,2173,2560
140,8d6d6af2f5354b8a7a80ab3394ca7c5e,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/83/834f4247.jpg,Rivet,Brown,US,2560,2560
141,2928f04d84b8393894ad907f70bca62c,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/66/665b0ffb.jpg,find.,Beige,CA,1154,1500
142,08eca31dfd74a71a8603957a9dba4bf0,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/8c/8c00d3ed.jpg,Rivet,Green,US,2560,2560
143,29943075d4c587f361cfa667d3205810,https://amazon-berkley-objects-dataset-docarray.s3.us-east-1.amazonaws.com/images/small/c4/c48436a9.jpg,Centrino,Brown,IN,2000,2000
